subject,model,task,requested_seconds,effective_seconds,train_n,test_n,accuracy,balanced_accuracy,chance,null_balanced_mean,classes,confusion
t16,diagonal_lda,listening_word,0.5,0.5,98,28,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.15451895043731778,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[1, 0, 2, 0, 1, 0, 0], [0, 3, 0, 0, 1, 0, 0], [0, 0, 2, 0, 1, 1, 0], [0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0], [0, 0, 0, 0, 2, 2, 0], [0, 0, 0, 0, 0, 0, 4]]"
t16,diagonal_lda,behavior,0.5,0.5,308,88,0.8295454545454546,0.8125,0.25,0.25437317784256563,"[""attempted"", ""idle"", ""imagined"", ""listening""]","[[20, 1, 7, 0], [0, 3, 1, 0], [2, 2, 24, 0], [0, 0, 2, 26]]"
t16,shrinkage_lda,imagined_word,1.0,1.0,98,28,0.7857142857142857,0.7857142857142857,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[3, 0, 1, 0, 0, 0, 0], [1, 3, 0, 0, 0, 0, 0], [0, 0, 4, 0, 0, 0, 0], [1, 0, 0, 1, 1, 1, 0], [0, 0, 1, 0, 3, 0, 0], [0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 0, 4]]"
t16,shrinkage_lda,attempted_word,1.0,1.0,98,28,0.8571428571428571,0.8571428571428571,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[3, 0, 0, 1, 0, 0, 0], [0, 4, 0, 0, 0, 0, 0], [1, 0, 3, 0, 0, 0, 0], [0, 0, 1, 3, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0], [0, 0, 0, 0, 1, 3, 0], [0, 0, 0, 0, 0, 0, 4]]"
t16,shrinkage_lda,listening_word,1.0,1.0,98,28,1.0,1.0,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[4, 0, 0, 0, 0, 0, 0], [0, 4, 0, 0, 0, 0, 0], [0, 0, 4, 0, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0], [0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 0, 4]]"
t16,shrinkage_lda,behavior,1.0,1.0,308,88,0.9431818181818182,0.9553571428571428,0.25,,"[""attempted"", ""idle"", ""imagined"", ""listening""]","[[25, 0, 3, 0], [0, 4, 0, 0], [2, 0, 26, 0], [0, 0, 0, 28]]"
t16,diagonal_lda,imagined_word,1.0,1.0,98,28,0.75,0.75,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[2, 0, 2, 0, 0, 0, 0], [1, 3, 0, 0, 0, 0, 0], [0, 0, 4, 0, 0, 0, 0], [1, 0, 0, 1, 1, 1, 0], [0, 0, 1, 0, 3, 0, 0], [0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 0, 4]]"
t16,diagonal_lda,attempted_word,1.0,1.0,98,28,0.8214285714285714,0.8214285714285714,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[2, 0, 0, 2, 0, 0, 0], [0, 4, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 1, 0], [0, 0, 1, 3, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0], [1, 0, 0, 0, 0, 3, 0], [0, 0, 0, 0, 0, 0, 4]]"
t16,diagonal_lda,listening_word,1.0,1.0,98,28,0.9285714285714286,0.9285714285714286,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[4, 0, 0, 0, 0, 0, 0], [0, 4, 0, 0, 0, 0, 0], [0, 0, 3, 0, 0, 1, 0], [0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0], [0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 1, 3]]"
t16,diagonal_lda,behavior,1.0,1.0,308,88,0.9204545454545454,0.9375,0.25,,"[""attempted"", ""idle"", ""imagined"", ""listening""]","[[26, 0, 2, 0], [0, 4, 0, 0], [3, 2, 23, 0], [0, 0, 0, 28]]"
t17,shrinkage_lda,imagined_word,0.25,0.25,126,70,0.14285714285714285,0.14285714285714285,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[1, 1, 1, 2, 2, 0, 3], [1, 2, 2, 3, 0, 1, 1], [2, 2, 0, 3, 0, 0, 3], [1, 1, 3, 2, 0, 3, 0], [1, 2, 2, 2, 2, 1, 0], [1, 0, 2, 1, 2, 2, 2], [0, 0, 6, 1, 1, 1, 1]]"
t17,shrinkage_lda,attempted_word,0.25,0.25,63,35,0.22857142857142856,0.2285714285714286,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[1, 1, 1, 1, 0, 1, 0], [1, 1, 0, 0, 1, 1, 1], [2, 0, 1, 0, 0, 1, 1], [0, 1, 0, 1, 1, 2, 0], [0, 2, 0, 1, 0, 1, 1], [0, 0, 0, 0, 1, 2, 2], [1, 0, 0, 0, 1, 1, 2]]"
t17,shrinkage_lda,listening_word,0.25,0.25,63,35,0.11428571428571428,0.1142857142857143,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[2, 0, 1, 0, 0, 0, 2], [1, 0, 1, 0, 1, 1, 1], [2, 1, 0, 1, 1, 0, 0], [2, 0, 0, 1, 1, 1, 0], [1, 0, 0, 1, 1, 1, 1], [2, 0, 0, 1, 2, 0, 0], [0, 0, 3, 0, 2, 0, 0]]"
t17,shrinkage_lda,behavior,0.25,0.25,261,145,0.42758620689655175,0.33214285714285713,0.25,,"[""attempted"", ""idle"", ""imagined"", ""listening""]","[[15, 0, 14, 6], [1, 0, 1, 3], [11, 0, 31, 28], [3, 0, 16, 16]]"
t17,diagonal_lda,imagined_word,0.25,0.25,126,70,0.14285714285714285,0.14285714285714285,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[0, 1, 2, 2, 2, 0, 3], [1, 2, 2, 3, 0, 1, 1], [1, 2, 0, 3, 0, 0, 4], [1, 1, 3, 2, 0, 3, 0], [1, 2, 2, 2, 2, 1, 0], [1, 0, 2, 1, 1, 2, 3], [0, 0, 5, 1, 1, 1, 2]]"
t17,diagonal_lda,attempted_word,0.25,0.25,63,35,0.2,0.19999999999999998,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[1, 1, 1, 1, 0, 1, 0], [1, 2, 0, 0, 1, 1, 0], [1, 0, 1, 1, 0, 2, 0], [0, 1, 0, 1, 1, 2, 0], [0, 1, 1, 1, 0, 1, 1], [0, 0, 1, 1, 1, 0, 2], [0, 1, 0, 0, 1, 1, 2]]"
t17,diagonal_lda,listening_word,0.25,0.25,63,35,0.2,0.2,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[2, 1, 0, 0, 0, 1, 1], [0, 0, 1, 0, 1, 2, 1], [2, 1, 0, 1, 1, 0, 0], [2, 0, 0, 1, 1, 1, 0], [1, 1, 0, 1, 1, 1, 0], [1, 0, 0, 0, 2, 2, 0], [0, 1, 1, 1, 1, 0, 1]]"
t17,diagonal_lda,behavior,0.25,0.25,261,145,0.42758620689655175,0.3392857142857143,0.25,,"[""attempted"", ""idle"", ""imagined"", ""listening""]","[[16, 0, 13, 6], [1, 0, 1, 3], [12, 0, 29, 29], [3, 0, 15, 17]]"
t17,shrinkage_lda,imagined_word,0.5,0.5,126,70,0.32857142857142857,0.32857142857142857,0.14285714285714285,0.1466472303206997,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[1, 2, 0, 2, 1, 1, 3], [1, 3, 0, 3, 0, 0, 3], [0, 0, 3, 2, 0, 3, 2], [2, 1, 2, 3, 0, 1, 1], [1, 0, 1, 0, 5, 3, 0], [0, 0, 1, 2, 1, 5, 1], [0, 2, 3, 1, 1, 0, 3]]"
t17,shrinkage_lda,attempted_word,0.5,0.5,63,35,0.34285714285714286,0.34285714285714286,0.14285714285714285,0.14052478134110785,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[2, 2, 0, 0, 0, 0, 1], [0, 2, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 1], [1, 1, 0, 2, 1, 0, 0], [0, 0, 1, 1, 1, 0, 2], [0, 0, 2, 0, 1, 0, 2], [0, 1, 0, 0, 0, 0, 4]]"
t17,shrinkage_lda,listening_word,0.5,0.5,63,35,0.11428571428571428,0.1142857142857143,0.14285714285714285,0.16384839650145772,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[2, 0, 1, 0, 1, 0, 1], [3, 0, 1, 0, 0, 1, 0], [4, 0, 0, 0, 0, 0, 1], [0, 1, 1, 0, 2, 1, 0], [2, 0, 3, 0, 0, 0, 0], [1, 1, 0, 2, 0, 1, 0], [3, 0, 0, 0, 1, 0, 1]]"
t17,shrinkage_lda,behavior,0.5,0.5,261,145,0.6068965517241379,0.4642857142857143,0.25,0.24905247813411077,"[""attempted"", ""idle"", ""imagined"", ""listening""]","[[14, 0, 16, 5], [0, 0, 3, 2], [5, 0, 46, 19], [0, 0, 7, 28]]"
t17,diagonal_lda,imagined_word,0.5,0.5,126,70,0.32857142857142857,0.32857142857142857,0.14285714285714285,0.14402332361516038,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[1, 3, 0, 1, 1, 1, 3], [1, 3, 0, 3, 0, 0, 3], [0, 0, 3, 2, 0, 3, 2], [2, 1, 2, 3, 0, 1, 1], [1, 0, 1, 0, 5, 2, 1], [0, 0, 1, 2, 1, 5, 1], [0, 1, 4, 1, 1, 0, 3]]"
t17,diagonal_lda,attempted_word,0.5,0.5,63,35,0.34285714285714286,0.3428571428571429,0.14285714285714285,0.13760932944606413,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[2, 2, 0, 0, 0, 0, 1], [0, 1, 0, 0, 1, 1, 2], [1, 0, 1, 1, 0, 1, 1], [1, 1, 0, 2, 0, 1, 0], [1, 0, 1, 1, 1, 0, 1], [0, 0, 2, 0, 1, 0, 2], [0, 0, 0, 0, 0, 0, 5]]"
t17,diagonal_lda,listening_word,0.5,0.5,63,35,0.05714285714285714,0.05714285714285715,0.14285714285714285,0.1533527696793003,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[1, 0, 1, 1, 1, 0, 1], [3, 0, 1, 0, 0, 1, 0], [3, 0, 0, 0, 0, 0, 2], [0, 1, 1, 0, 2, 1, 0], [2, 0, 3, 0, 0, 0, 0], [1, 0, 0, 2, 1, 0, 1], [3, 0, 0, 0, 1, 0, 1]]"
t17,diagonal_lda,behavior,0.5,0.5,261,145,0.5793103448275863,0.4392857142857143,0.25,0.24868804664723032,"[""attempted"", ""idle"", ""imagined"", ""listening""]","[[13, 0, 19, 3], [0, 0, 3, 2], [6, 0, 45, 19], [1, 0, 8, 26]]"
t17,shrinkage_lda,imagined_word,1.0,1.0,126,70,0.3,0.3,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[3, 1, 0, 2, 0, 2, 2], [3, 3, 0, 3, 0, 0, 1], [3, 1, 2, 1, 0, 3, 0], [1, 1, 1, 5, 0, 1, 1], [4, 1, 1, 1, 2, 1, 0], [1, 0, 1, 3, 0, 3, 2], [0, 2, 4, 0, 0, 1, 3]]"
t17,shrinkage_lda,attempted_word,1.0,1.0,63,35,0.5142857142857142,0.5142857142857143,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[3, 2, 0, 0, 0, 0, 0], [0, 1, 0, 2, 0, 0, 2], [0, 1, 3, 0, 0, 1, 0], [1, 2, 0, 1, 0, 0, 1], [0, 0, 0, 1, 3, 0, 1], [0, 1, 0, 0, 0, 4, 0], [0, 0, 0, 0, 2, 0, 3]]"
t17,shrinkage_lda,listening_word,1.0,1.0,63,35,0.2571428571428571,0.2571428571428572,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[4, 0, 0, 0, 0, 1, 0], [3, 1, 0, 0, 0, 0, 1], [3, 1, 1, 0, 0, 0, 0], [2, 0, 1, 0, 1, 1, 0], [3, 1, 0, 0, 0, 0, 1], [2, 0, 0, 0, 0, 2, 1], [4, 0, 0, 0, 0, 0, 1]]"
t17,shrinkage_lda,behavior,1.0,1.0,261,145,0.6137931034482759,0.4892857142857143,0.25,,"[""attempted"", ""idle"", ""imagined"", ""listening""]","[[19, 0, 11, 5], [1, 0, 1, 3], [1, 0, 41, 28], [0, 0, 6, 29]]"
t17,diagonal_lda,imagined_word,1.0,1.0,126,70,0.22857142857142856,0.22857142857142856,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[2, 0, 2, 1, 1, 2, 2], [2, 3, 1, 3, 0, 0, 1], [3, 1, 2, 1, 0, 3, 0], [2, 1, 2, 2, 0, 0, 3], [4, 0, 1, 1, 1, 3, 0], [1, 0, 2, 2, 0, 3, 2], [1, 2, 2, 0, 0, 2, 3]]"
t17,diagonal_lda,attempted_word,1.0,1.0,63,35,0.4857142857142857,0.4857142857142857,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[2, 1, 0, 0, 0, 0, 2], [0, 2, 0, 1, 0, 0, 2], [0, 1, 1, 0, 0, 2, 1], [1, 2, 0, 1, 0, 0, 1], [0, 0, 0, 1, 3, 0, 1], [0, 1, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 5]]"
t17,diagonal_lda,listening_word,1.0,1.0,63,35,0.14285714285714285,0.14285714285714285,0.14285714285714285,,"[""ban"", ""choice"", ""day"", ""feel"", ""kite"", ""though"", ""were""]","[[4, 0, 0, 0, 0, 1, 0], [5, 0, 0, 0, 0, 0, 0], [4, 1, 0, 0, 0, 0, 0], [1, 0, 1, 0, 2, 1, 0], [3, 0, 1, 0, 0, 1, 0], [3, 0, 0, 0, 0, 1, 1], [5, 0, 0, 0, 0, 0, 0]]"
t17,diagonal_lda,behavior,1.0,1.0,261,145,0.6482758620689655,0.5107142857142857,0.25,,"[""attempted"", ""idle"", ""imagined"", ""listening""]","[[19, 0, 14, 2], [0, 0, 2, 3], [1, 0, 45, 24], [0, 0, 5, 30]]"
