subject,model,task,requested_seconds,effective_seconds,label,n,correct,recall
t16,diagonal_lda,attempted_word,0.5,0.5,feel,4,2,0.5
t16,diagonal_lda,attempted_word,0.5,0.5,kite,4,3,0.75
t16,diagonal_lda,attempted_word,0.5,0.5,though,4,2,0.5
t16,diagonal_lda,attempted_word,0.5,0.5,were,4,3,0.75
t16,diagonal_lda,listening_word,0.5,0.5,ban,4,1,0.25
t16,diagonal_lda,listening_word,0.5,0.5,choice,4,3,0.75
t16,diagonal_lda,listening_word,0.5,0.5,day,4,2,0.5
t16,diagonal_lda,listening_word,0.5,0.5,feel,4,4,1.0
t16,diagonal_lda,listening_word,0.5,0.5,kite,4,4,1.0
t16,diagonal_lda,listening_word,0.5,0.5,though,4,2,0.5
t16,diagonal_lda,listening_word,0.5,0.5,were,4,4,1.0
t16,diagonal_lda,behavior,0.5,0.5,attempted,28,20,0.7142857142857143
t16,diagonal_lda,behavior,0.5,0.5,idle,4,3,0.75
t16,diagonal_lda,behavior,0.5,0.5,imagined,28,24,0.8571428571428571
t16,diagonal_lda,behavior,0.5,0.5,listening,28,26,0.9285714285714286
t16,shrinkage_lda,imagined_word,1.0,1.0,ban,4,3,0.75
t16,shrinkage_lda,imagined_word,1.0,1.0,choice,4,3,0.75
t16,shrinkage_lda,imagined_word,1.0,1.0,day,4,4,1.0
t16,shrinkage_lda,imagined_word,1.0,1.0,feel,4,1,0.25
t16,shrinkage_lda,imagined_word,1.0,1.0,kite,4,3,0.75
t16,shrinkage_lda,imagined_word,1.0,1.0,though,4,4,1.0
t16,shrinkage_lda,imagined_word,1.0,1.0,were,4,4,1.0
t16,shrinkage_lda,attempted_word,1.0,1.0,ban,4,3,0.75
t16,shrinkage_lda,attempted_word,1.0,1.0,choice,4,4,1.0
t16,shrinkage_lda,attempted_word,1.0,1.0,day,4,3,0.75
t16,shrinkage_lda,attempted_word,1.0,1.0,feel,4,3,0.75
t16,shrinkage_lda,attempted_word,1.0,1.0,kite,4,4,1.0
t16,shrinkage_lda,attempted_word,1.0,1.0,though,4,3,0.75
t16,shrinkage_lda,attempted_word,1.0,1.0,were,4,4,1.0
t16,shrinkage_lda,listening_word,1.0,1.0,ban,4,4,1.0
t16,shrinkage_lda,listening_word,1.0,1.0,choice,4,4,1.0
t16,shrinkage_lda,listening_word,1.0,1.0,day,4,4,1.0
t16,shrinkage_lda,listening_word,1.0,1.0,feel,4,4,1.0
t16,shrinkage_lda,listening_word,1.0,1.0,kite,4,4,1.0
t16,shrinkage_lda,listening_word,1.0,1.0,though,4,4,1.0
t16,shrinkage_lda,listening_word,1.0,1.0,were,4,4,1.0
t16,shrinkage_lda,behavior,1.0,1.0,attempted,28,25,0.8928571428571429
t16,shrinkage_lda,behavior,1.0,1.0,idle,4,4,1.0
t16,shrinkage_lda,behavior,1.0,1.0,imagined,28,26,0.9285714285714286
t16,shrinkage_lda,behavior,1.0,1.0,listening,28,28,1.0
t16,diagonal_lda,imagined_word,1.0,1.0,ban,4,2,0.5
t16,diagonal_lda,imagined_word,1.0,1.0,choice,4,3,0.75
t16,diagonal_lda,imagined_word,1.0,1.0,day,4,4,1.0
t16,diagonal_lda,imagined_word,1.0,1.0,feel,4,1,0.25
t16,diagonal_lda,imagined_word,1.0,1.0,kite,4,3,0.75
t16,diagonal_lda,imagined_word,1.0,1.0,though,4,4,1.0
t16,diagonal_lda,imagined_word,1.0,1.0,were,4,4,1.0
t16,diagonal_lda,attempted_word,1.0,1.0,ban,4,2,0.5
t16,diagonal_lda,attempted_word,1.0,1.0,choice,4,4,1.0
t16,diagonal_lda,attempted_word,1.0,1.0,day,4,3,0.75
t16,diagonal_lda,attempted_word,1.0,1.0,feel,4,3,0.75
t16,diagonal_lda,attempted_word,1.0,1.0,kite,4,4,1.0
t16,diagonal_lda,attempted_word,1.0,1.0,though,4,3,0.75
t16,diagonal_lda,attempted_word,1.0,1.0,were,4,4,1.0
t16,diagonal_lda,listening_word,1.0,1.0,ban,4,4,1.0
t16,diagonal_lda,listening_word,1.0,1.0,choice,4,4,1.0
t16,diagonal_lda,listening_word,1.0,1.0,day,4,3,0.75
t16,diagonal_lda,listening_word,1.0,1.0,feel,4,4,1.0
t16,diagonal_lda,listening_word,1.0,1.0,kite,4,4,1.0
t16,diagonal_lda,listening_word,1.0,1.0,though,4,4,1.0
t16,diagonal_lda,listening_word,1.0,1.0,were,4,3,0.75
t16,diagonal_lda,behavior,1.0,1.0,attempted,28,26,0.9285714285714286
t16,diagonal_lda,behavior,1.0,1.0,idle,4,4,1.0
t16,diagonal_lda,behavior,1.0,1.0,imagined,28,23,0.8214285714285714
t16,diagonal_lda,behavior,1.0,1.0,listening,28,28,1.0
t17,shrinkage_lda,imagined_word,0.25,0.25,ban,10,1,0.1
t17,shrinkage_lda,imagined_word,0.25,0.25,choice,10,2,0.2
t17,shrinkage_lda,imagined_word,0.25,0.25,day,10,0,0.0
t17,shrinkage_lda,imagined_word,0.25,0.25,feel,10,2,0.2
t17,shrinkage_lda,imagined_word,0.25,0.25,kite,10,2,0.2
t17,shrinkage_lda,imagined_word,0.25,0.25,though,10,2,0.2
t17,shrinkage_lda,imagined_word,0.25,0.25,were,10,1,0.1
t17,shrinkage_lda,attempted_word,0.25,0.25,ban,5,1,0.2
t17,shrinkage_lda,attempted_word,0.25,0.25,choice,5,1,0.2
t17,shrinkage_lda,attempted_word,0.25,0.25,day,5,1,0.2
t17,shrinkage_lda,attempted_word,0.25,0.25,feel,5,1,0.2
t17,shrinkage_lda,attempted_word,0.25,0.25,kite,5,0,0.0
t17,shrinkage_lda,attempted_word,0.25,0.25,though,5,2,0.4
t17,shrinkage_lda,attempted_word,0.25,0.25,were,5,2,0.4
t17,shrinkage_lda,listening_word,0.25,0.25,ban,5,2,0.4
t17,shrinkage_lda,listening_word,0.25,0.25,choice,5,0,0.0
t17,shrinkage_lda,listening_word,0.25,0.25,day,5,0,0.0
t17,shrinkage_lda,listening_word,0.25,0.25,feel,5,1,0.2
t17,shrinkage_lda,listening_word,0.25,0.25,kite,5,1,0.2
t17,shrinkage_lda,listening_word,0.25,0.25,though,5,0,0.0
t17,shrinkage_lda,listening_word,0.25,0.25,were,5,0,0.0
t17,shrinkage_lda,behavior,0.25,0.25,attempted,35,15,0.42857142857142855
t17,shrinkage_lda,behavior,0.25,0.25,idle,5,0,0.0
t17,shrinkage_lda,behavior,0.25,0.25,imagined,70,31,0.44285714285714284
t17,shrinkage_lda,behavior,0.25,0.25,listening,35,16,0.45714285714285713
t17,diagonal_lda,imagined_word,0.25,0.25,ban,10,0,0.0
t17,diagonal_lda,imagined_word,0.25,0.25,choice,10,2,0.2
t17,diagonal_lda,imagined_word,0.25,0.25,day,10,0,0.0
t17,diagonal_lda,imagined_word,0.25,0.25,feel,10,2,0.2
t17,diagonal_lda,imagined_word,0.25,0.25,kite,10,2,0.2
t17,diagonal_lda,imagined_word,0.25,0.25,though,10,2,0.2
t17,diagonal_lda,imagined_word,0.25,0.25,were,10,2,0.2
t17,diagonal_lda,attempted_word,0.25,0.25,ban,5,1,0.2
t17,diagonal_lda,attempted_word,0.25,0.25,choice,5,2,0.4
t17,diagonal_lda,attempted_word,0.25,0.25,day,5,1,0.2
t17,diagonal_lda,attempted_word,0.25,0.25,feel,5,1,0.2
t17,diagonal_lda,attempted_word,0.25,0.25,kite,5,0,0.0
t17,diagonal_lda,attempted_word,0.25,0.25,though,5,0,0.0
t17,diagonal_lda,attempted_word,0.25,0.25,were,5,2,0.4
t17,diagonal_lda,listening_word,0.25,0.25,ban,5,2,0.4
t17,diagonal_lda,listening_word,0.25,0.25,choice,5,0,0.0
t17,diagonal_lda,listening_word,0.25,0.25,day,5,0,0.0
t17,diagonal_lda,listening_word,0.25,0.25,feel,5,1,0.2
t17,diagonal_lda,listening_word,0.25,0.25,kite,5,1,0.2
t17,diagonal_lda,listening_word,0.25,0.25,though,5,2,0.4
t17,diagonal_lda,listening_word,0.25,0.25,were,5,1,0.2
t17,diagonal_lda,behavior,0.25,0.25,attempted,35,16,0.45714285714285713
t17,diagonal_lda,behavior,0.25,0.25,idle,5,0,0.0
t17,diagonal_lda,behavior,0.25,0.25,imagined,70,29,0.4142857142857143
t17,diagonal_lda,behavior,0.25,0.25,listening,35,17,0.4857142857142857
t17,shrinkage_lda,imagined_word,0.5,0.5,ban,10,1,0.1
t17,shrinkage_lda,imagined_word,0.5,0.5,choice,10,3,0.3
t17,shrinkage_lda,imagined_word,0.5,0.5,day,10,3,0.3
t17,shrinkage_lda,imagined_word,0.5,0.5,feel,10,3,0.3
t17,shrinkage_lda,imagined_word,0.5,0.5,kite,10,5,0.5
t17,shrinkage_lda,imagined_word,0.5,0.5,though,10,5,0.5
t17,shrinkage_lda,imagined_word,0.5,0.5,were,10,3,0.3
t17,shrinkage_lda,attempted_word,0.5,0.5,ban,5,2,0.4
t17,shrinkage_lda,attempted_word,0.5,0.5,choice,5,2,0.4
t17,shrinkage_lda,attempted_word,0.5,0.5,day,5,1,0.2
t17,shrinkage_lda,attempted_word,0.5,0.5,feel,5,2,0.4
t17,shrinkage_lda,attempted_word,0.5,0.5,kite,5,1,0.2
t17,shrinkage_lda,attempted_word,0.5,0.5,though,5,0,0.0
t17,shrinkage_lda,attempted_word,0.5,0.5,were,5,4,0.8
t17,shrinkage_lda,listening_word,0.5,0.5,ban,5,2,0.4
t17,shrinkage_lda,listening_word,0.5,0.5,choice,5,0,0.0
t17,shrinkage_lda,listening_word,0.5,0.5,day,5,0,0.0
t17,shrinkage_lda,listening_word,0.5,0.5,feel,5,0,0.0
t17,shrinkage_lda,listening_word,0.5,0.5,kite,5,0,0.0
t17,shrinkage_lda,listening_word,0.5,0.5,though,5,1,0.2
t17,shrinkage_lda,listening_word,0.5,0.5,were,5,1,0.2
t17,shrinkage_lda,behavior,0.5,0.5,attempted,35,14,0.4
t17,shrinkage_lda,behavior,0.5,0.5,idle,5,0,0.0
t17,shrinkage_lda,behavior,0.5,0.5,imagined,70,46,0.6571428571428571
t17,shrinkage_lda,behavior,0.5,0.5,listening,35,28,0.8
t17,diagonal_lda,imagined_word,0.5,0.5,ban,10,1,0.1
t17,diagonal_lda,imagined_word,0.5,0.5,choice,10,3,0.3
t17,diagonal_lda,imagined_word,0.5,0.5,day,10,3,0.3
t17,diagonal_lda,imagined_word,0.5,0.5,feel,10,3,0.3
t17,diagonal_lda,imagined_word,0.5,0.5,kite,10,5,0.5
t17,diagonal_lda,imagined_word,0.5,0.5,though,10,5,0.5
t17,diagonal_lda,imagined_word,0.5,0.5,were,10,3,0.3
t17,diagonal_lda,attempted_word,0.5,0.5,ban,5,2,0.4
t17,diagonal_lda,attempted_word,0.5,0.5,choice,5,1,0.2
t17,diagonal_lda,attempted_word,0.5,0.5,day,5,1,0.2
t17,diagonal_lda,attempted_word,0.5,0.5,feel,5,2,0.4
t17,diagonal_lda,attempted_word,0.5,0.5,kite,5,1,0.2
t17,diagonal_lda,attempted_word,0.5,0.5,though,5,0,0.0
t17,diagonal_lda,attempted_word,0.5,0.5,were,5,5,1.0
t17,diagonal_lda,listening_word,0.5,0.5,ban,5,1,0.2
t17,diagonal_lda,listening_word,0.5,0.5,choice,5,0,0.0
t17,diagonal_lda,listening_word,0.5,0.5,day,5,0,0.0
t17,diagonal_lda,listening_word,0.5,0.5,feel,5,0,0.0
t17,diagonal_lda,listening_word,0.5,0.5,kite,5,0,0.0
t17,diagonal_lda,listening_word,0.5,0.5,though,5,0,0.0
t17,diagonal_lda,listening_word,0.5,0.5,were,5,1,0.2
t17,diagonal_lda,behavior,0.5,0.5,attempted,35,13,0.37142857142857144
t17,diagonal_lda,behavior,0.5,0.5,idle,5,0,0.0
t17,diagonal_lda,behavior,0.5,0.5,imagined,70,45,0.6428571428571429
t17,diagonal_lda,behavior,0.5,0.5,listening,35,26,0.7428571428571429
t17,shrinkage_lda,imagined_word,1.0,1.0,ban,10,3,0.3
t17,shrinkage_lda,imagined_word,1.0,1.0,choice,10,3,0.3
t17,shrinkage_lda,imagined_word,1.0,1.0,day,10,2,0.2
t17,shrinkage_lda,imagined_word,1.0,1.0,feel,10,5,0.5
t17,shrinkage_lda,imagined_word,1.0,1.0,kite,10,2,0.2
t17,shrinkage_lda,imagined_word,1.0,1.0,though,10,3,0.3
t17,shrinkage_lda,imagined_word,1.0,1.0,were,10,3,0.3
t17,shrinkage_lda,attempted_word,1.0,1.0,ban,5,3,0.6
t17,shrinkage_lda,attempted_word,1.0,1.0,choice,5,1,0.2
t17,shrinkage_lda,attempted_word,1.0,1.0,day,5,3,0.6
t17,shrinkage_lda,attempted_word,1.0,1.0,feel,5,1,0.2
t17,shrinkage_lda,attempted_word,1.0,1.0,kite,5,3,0.6
t17,shrinkage_lda,attempted_word,1.0,1.0,though,5,4,0.8
t17,shrinkage_lda,attempted_word,1.0,1.0,were,5,3,0.6
t17,shrinkage_lda,listening_word,1.0,1.0,ban,5,4,0.8
t17,shrinkage_lda,listening_word,1.0,1.0,choice,5,1,0.2
t17,shrinkage_lda,listening_word,1.0,1.0,day,5,1,0.2
t17,shrinkage_lda,listening_word,1.0,1.0,feel,5,0,0.0
t17,shrinkage_lda,listening_word,1.0,1.0,kite,5,0,0.0
t17,shrinkage_lda,listening_word,1.0,1.0,though,5,2,0.4
t17,shrinkage_lda,listening_word,1.0,1.0,were,5,1,0.2
t17,shrinkage_lda,behavior,1.0,1.0,attempted,35,19,0.5428571428571428
t17,shrinkage_lda,behavior,1.0,1.0,idle,5,0,0.0
t17,shrinkage_lda,behavior,1.0,1.0,imagined,70,41,0.5857142857142857
t17,shrinkage_lda,behavior,1.0,1.0,listening,35,29,0.8285714285714286
t17,diagonal_lda,imagined_word,1.0,1.0,ban,10,2,0.2
t17,diagonal_lda,imagined_word,1.0,1.0,choice,10,3,0.3
t17,diagonal_lda,imagined_word,1.0,1.0,day,10,2,0.2
t17,diagonal_lda,imagined_word,1.0,1.0,feel,10,2,0.2
t17,diagonal_lda,imagined_word,1.0,1.0,kite,10,1,0.1
t17,diagonal_lda,imagined_word,1.0,1.0,though,10,3,0.3
t17,diagonal_lda,imagined_word,1.0,1.0,were,10,3,0.3
t17,diagonal_lda,attempted_word,1.0,1.0,ban,5,2,0.4
t17,diagonal_lda,attempted_word,1.0,1.0,choice,5,2,0.4
t17,diagonal_lda,attempted_word,1.0,1.0,day,5,1,0.2
t17,diagonal_lda,attempted_word,1.0,1.0,feel,5,1,0.2
t17,diagonal_lda,attempted_word,1.0,1.0,kite,5,3,0.6
t17,diagonal_lda,attempted_word,1.0,1.0,though,5,3,0.6
t17,diagonal_lda,attempted_word,1.0,1.0,were,5,5,1.0
t17,diagonal_lda,listening_word,1.0,1.0,ban,5,4,0.8
t17,diagonal_lda,listening_word,1.0,1.0,choice,5,0,0.0
t17,diagonal_lda,listening_word,1.0,1.0,day,5,0,0.0
t17,diagonal_lda,listening_word,1.0,1.0,feel,5,0,0.0
t17,diagonal_lda,listening_word,1.0,1.0,kite,5,0,0.0
t17,diagonal_lda,listening_word,1.0,1.0,though,5,1,0.2
t17,diagonal_lda,listening_word,1.0,1.0,were,5,0,0.0
t17,diagonal_lda,behavior,1.0,1.0,attempted,35,19,0.5428571428571428
t17,diagonal_lda,behavior,1.0,1.0,idle,5,0,0.0
t17,diagonal_lda,behavior,1.0,1.0,imagined,70,45,0.6428571428571429
t17,diagonal_lda,behavior,1.0,1.0,listening,35,30,0.8571428571428571
